Sr. no,SKU,B2B Online,Lehenga Title,Category,Size,Choli Fabric,Lehenga Fabric,Dupatta Fabric,Inner Fabric,Color,Lehenga Length,Lehenga Flair,Lehenga Closer,Lehenga Stitching,Blouse Length,Blouse in Mtr,Dupatta Width,Dupatta Length,Sleeve,Sleeve Length,Neck Type,Work/Pattern,Work Type,Waist,Bust,Stitching,Content,Description,HSN,Img 1,Img 2,Img 3,Img 4,Img 5,Img 6,Img 7,Img 8,Img 9,Img 8,Img 9,Img 10,Img 11,Img 12,Img 13,,,,,
148,1010205_Black,1495,Black & Red Festive and Party Wear Semi-Stitched Taffeta Silk Lehenga Choli with Floral Print Dupatta,Lehenga Choli,Free Size up to 42Inch,Taffeta Silk,Taffeta Silk,Chanderi Cotton,Crepe,Black,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Sleeveless,No Sleeves,V-neck,Floral Printed pattern,Floral Print Pattern,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric:Banglory Silk || Inner Fabric: Crepe || Choli Fabric: Banglory Silk || Dupatta Fabric:Chanderi Cotton ||Lehenga Inner Fabric:Shatoon || Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches || Lehenga Work: Printed || Choli Work: Printed || Dupatta Work: Lace Work",62114290,https://drive.google.com/open?id=13QBYqb3qiAKcStoZfGhnpYmcyw9xFGhf&usp=drive_copy,https://drive.google.com/open?id=1htb7rcYgK4wk-vo8dim9TBP8IDqYP1G1&usp=drive_copy,https://drive.google.com/open?id=14UgfGHPtpB0bPAWgikxon-XQ5CE409G3&usp=drive_copy,https://drive.google.com/open?id=1VByylVxqNQBFOqhnfcbIz6Ck6YZ4PsTl&usp=drive_copy,https://drive.google.com/open?id=1ycWsF8ZaDyyq3OQyvNFAiGRuJRI44bTm&usp=drive_copy,https://drive.google.com/open?id=1LC8ezUjE2lg1sSlWGmxmz-2hoqNx-TJK&usp=drive_copy,https://drive.google.com/open?id=10HICiVWCOuhvSimqyHYc0sWKbtZ46S7H&usp=drive_copy,https://drive.google.com/open?id=1EiKmUvt8YHNxZnLMklJWTzv2Et-8aG5E&usp=drive_copy,https://drive.google.com/open?id=1wJPHH9bnyGdLfW6NCzSgcBm2cmedZQJ5&usp=drive_copy,https://drive.google.com/open?id=11dGSAKjwrYUm6_dP47AnUJwyKPKWXRxB&usp=drive_copy,,,,,,,,,,
149,1010203_Violet,1495,Elegant Royal Purple Festive Wear Semi-Stitched Crepe Lehenga Choli with Digital Floral Print & Soft Net Dupatta,Lehenga Choli,Free Size up to 42Inch,Mono Silk,Crepe,Net,Crepe,Violet,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Sleeveless,No Sleeves,V-neck,Multicolor Floral Prints,Floral Print Pattern,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric:Gota Zari || Inner Fabric: Crepe || Choli Fabric:Banglory Silk || Dupatta Fabric: Net ||Lehenga Inner Fabric:Shatoon || Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches|| Lehenga Work: Floral Print || Choli Work: Floral Print || Dupatta Work: Lace Work",62114290,https://drive.google.com/open?id=1R5kAVLU3w0lsgQiayih_HH0cYZtgB4hp&usp=drive_copy,https://drive.google.com/open?id=1ddVvx-sIXB66Z465KAEfm6P6OYM3Gw88&usp=drive_copy,https://drive.google.com/open?id=1CAegD7Ozj4W78SltvrTi0XBeh46TV8xl&usp=drive_copy,https://drive.google.com/open?id=1tfKvwE6N0u4n3AUD_7iijYpDcxOwM25n&usp=drive_copy,https://drive.google.com/open?id=13sUCfmQEMa7nwxDLiXW4g7p-5ICXKesZ&usp=drive_copy,https://drive.google.com/open?id=1AvwhRyjMewzPczm-2MzNyh3nNAyv7Uhp&usp=drive_copy,https://drive.google.com/open?id=1E_uYWEoExw8acPrULmCvAmXSA2UGG60P&usp=drive_copy,https://drive.google.com/open?id=1ZMDbvKQ82as50jEhhotDgiR39Ww0mi9z&usp=drive_copy,https://drive.google.com/open?id=1SFzt-5Ok42kKFzRTIDumFG9sAfZcbvD1&usp=drive_copy,https://drive.google.com/open?id=1mIw0fppY6AoOeATtq05HWKto7CWLhM8x&usp=drive_copy,https://drive.google.com/open?id=1I0EZHRnHB7O2InLjEJXmNT48CwFW6Neo&usp=drive_copy,https://drive.google.com/open?id=1DBa6r3PXjCYnDKHMfTwKWkCCGOueB1Ru&usp=drive_copy,,,,,,,,
150,1010202_White Yellow,1595,Mustard Yellow Wedding Wear Semi-Stitched Silk Lehenga Choli with Chevron Print & Golden Border Work,Lehenga Choli,Free Size up to 42Inch,Mono Silk,Mono Silk,Net,Crepe,Yellow,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Sleeveless,No Sleeves,Round Neck,Floral Printed pattern,Floral Print Pattern,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric:Gota Zari || Inner Fabric: Crepe || Choli Fabric:Banglory Silk || Dupatta Fabric: Net ||Lehenga Inner Fabric:Shatoon || Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches|| Lehenga Work: Floral Print || Choli Work: Floral Print || Dupatta Work: Lace Work",62114290,https://drive.google.com/open?id=14mJiOuYOwmlVDappUrCDG_7JX8eoMe3r&usp=drive_copy,https://drive.google.com/open?id=1reN3Ruxf6GK-4DsGEFIqtBZEBDDJ_tCC&usp=drive_copy,https://drive.google.com/open?id=19pimDWuE5CfOkbVPgVFA6oJCjqmy71Nj&usp=drive_copy,https://drive.google.com/open?id=1-hRdK2IKGlMIxRD2abSjVEH24wQ2e4nf&usp=drive_copy,https://drive.google.com/open?id=1xHyWWL7UcSY5Z4jPt0hI-DZv_RBBVglG&usp=drive_copy,https://drive.google.com/open?id=1ldzY7nyFqI2XjFdLUVBAQ6U3t6pjxGP7&usp=drive_copy,https://drive.google.com/open?id=1CYOEJsTebpfL-ynV7T43rjqePNxOyr5G&usp=drive_copy,https://drive.google.com/open?id=1zPanIIIfORmqYa1SFNg9hFURwp9DKuQ1&usp=drive_copy,https://drive.google.com/open?id=1q-mY8mmsPUiHZhSXnkdrmbMvC2Wzr6Nu&usp=drive_copy,https://drive.google.com/open?id=1Se0jkPSlbHSao1c197jMWOqqotNBnFYm&usp=drive_copy,https://drive.google.com/open?id=1fi8hqphatYs0TpktPvAWZMUwxFUHDMVU&usp=drive_copy,,,,,,,,,
151,1010201_Green,1595,Elegant Dark Green Party & Festive Wear Semi-Stitched Crepe Lehenga Choli with Floral Print & Lace Border Work,Lehenga Choli,Free Size up to 42Inch,Mono Silk,Crepe,Net,Crepe,Green,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Regular Sleeve,Three-Quarter Length,V-neck,Floral Printed pattern,Floral Print Pattern,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric:Crepe || Inner Fabric: Crepe || Choli Fabric:Crepe || Dupatta Fabric: Net ||Lehenga Inner Fabric:Shatoon || Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches|| Lehenga Work: Floral Print || Choli Work: Floral Print || Dupatta Work: Lace Work",62114290,https://drive.google.com/open?id=1dCUHEtnHSiYPORkENiGskEs9XUGwaqy9&usp=drive_copy,https://drive.google.com/open?id=1v-ULY-It-uMTlEUtu3gRZqPlSeVWbz7J&usp=drive_copy,https://drive.google.com/open?id=12UVp8Kh2SuqZdUVcfwMOptigvOlw5Pxx&usp=drive_copy,https://drive.google.com/open?id=1VdFrNEsNHuecv1kyGQNXHFyedHEKekly&usp=drive_copy,https://drive.google.com/open?id=1epC0t5aLt0REVN4FWBkf7C-45Kp3YEYy&usp=drive_copy,https://drive.google.com/open?id=1HkwW2mtdCism9CoW4CsnM9WcIJYHo-ie&usp=drive_copy,https://drive.google.com/open?id=1O8hfabixiRbZ5pbJL7b_ABgpUpDfb7qQ&usp=drive_copy,https://drive.google.com/open?id=13bAtNGTsZm8jjYmgdKB-MdO5MoT6pHpJ&usp=drive_copy,https://drive.google.com/open?id=1yExeE6jIOic0XMdZM-wq58MAkkbK6rs-&usp=drive_copy,https://drive.google.com/open?id=1FvL-b5tuvr7SF9Pw-4DybqXVmY6NZJQX&usp=drive_copy,https://drive.google.com/open?id=15jCprRHDwR1J1ynEy9y7bVfbsDHqMCgR&usp=drive_copy,https://drive.google.com/open?id=1IVWPGAV5PUDXaHYzVzrJasj8wI8BMM0R&usp=drive_copy,https://drive.google.com/open?id=1ZKWd8i9AUclnPASNhzOTlu3yMSKod8bx&usp=drive_copy,,,,,,,
152,101099_Pink,1895,Elegant Off-White & Maroon Wedding & Festive Wear Semi-Stitched Net Lehenga Choli with Embroidered Work,Lehenga Choli,Free Size up to 42Inch,Net,Net,Net,Ultra Satin,Pink,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Regular Sleeve,Short sleeves,Boat,Embroidery Thread Work Detailing,Embroidery Thread Work,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric: Net || Inner Fabric: Crepe || Choli Fabric:Net || Dupatta Fabric: Net ||Lehenga Inner Fabric:Shatoon || Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches|| Lehenga Work: Embroidery Work || Choli Work: Embroidery Work || Dupatta Work: Lace Work",62114290,https://drive.google.com/open?id=1NPdhMGqJK62cM6aAc2gQd9vESQChT4_Q&usp=drive_copy,https://drive.google.com/open?id=1up9ZvcC-xqacgO16y_D0XrvfysSrej2m&usp=drive_copy,https://drive.google.com/open?id=1OU-Q-B8gviLng9YGZm4JeOs3LAdPOyc_&usp=drive_copy,https://drive.google.com/open?id=1y4ROB8BuYTgUrJxORQm-HMjWJmsz8Bm5&usp=drive_copy,https://drive.google.com/open?id=1EcIGs0AbiMlFjnG6DlGnR3k_UfsCinDK&usp=drive_copy,https://drive.google.com/open?id=1VbQdhZI8FpLBzeIxXigcb_0n1vNmrpvD&usp=drive_copy,https://drive.google.com/open?id=1F60WbG7nahFEr4A2km5TZTX-qIwk3XP2&usp=drive_copy,https://drive.google.com/open?id=1BJXaaEEdvGxAolhJI1gdjGf2VYP-Tdb6&usp=drive_copy,https://drive.google.com/open?id=1cv-orH_Zn-3N6jHXx8aR1qboCTMPsV2Z&usp=drive_copy,https://drive.google.com/open?id=1PK9Q1ZIbJxlNNocWCYPVIm3DM5U_vRWa&usp=drive_copy,https://drive.google.com/open?id=1q6Xy1aaxnfTTvZvNFOWISc-KdTl10mtg&usp=drive_copy,https://drive.google.com/open?id=1Q7_7mlYslBF2_IC_-QV4gBclYrGeroBp&usp=drive_copy,https://drive.google.com/open?id=1KZjHFeroQraBWLzdgk-FjzdPrp0ntBrw&usp=drive_copy,,,,,,,
153,101098_Green,2195,Elegant Emerald Green Party & Wedding Wear Semi-Stitched Net Lehenga Choli with Floral Embroidered Embellished Work,Lehenga Choli,Free Size up to 42Inch,Net,Net,Net,Ultra Satin,Green,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Regular Sleeve,Short sleeves,Boat,Embroidery Thread Work Detailing,Embroidery Thread mirror Work,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1",Lehenga Fabric: Net || Inner Fabric: Crepe || Choli Fabric:Net || Dupatta Fabric: Net ||Lehenga Inner Fabric:Shatoon || Lehenga Length: 42 Inch || Choli Size: 0.80 Mtr || Dupatta Length: 2.20 mtr || Lehenga Work: Embroidery And Mirror Work || Choli Work: Embroidery And Mirror Work || Dupatta Work: Lace Work,62114290,https://drive.google.com/open?id=1pJq4pJ9GVN3k8ZbN4Y0jb7p2SRD-cenL&usp=drive_copy,https://drive.google.com/open?id=1r8eulicg_7qX1hc71dSp-sqM5GT75RFE&usp=drive_copy,https://drive.google.com/open?id=1A_G7CJ3OARQzoacJCTwHEnaWqOcOvIiU&usp=drive_copy,https://drive.google.com/open?id=1JS6meAja_grs0tculhu4yPZnpgPkuw7o&usp=drive_copy,https://drive.google.com/open?id=1keUkzPtgcErEZ5Dwy8A8Vcfwv-I3r3wJ&usp=drive_copy,https://drive.google.com/open?id=1YB-BmqY13z3Umtp3IE1zbDQL7KOEkDPo&usp=drive_copy,https://drive.google.com/open?id=11gabc22AdRNTsHPj3ivy21ty7N6iJsOm&usp=drive_copy,https://drive.google.com/open?id=1T01POboHQzdwZSr7IUjysxqd3Qhnf0KC&usp=drive_copy,https://drive.google.com/open?id=1P0oHPdxuO_3cph6M6ZsAXOiNhWmgZI_2&usp=drive_copy,https://drive.google.com/open?id=17zQi99kX9tAGd5hx0orI_nlr2hJBuOgb&usp=drive_copy,https://drive.google.com/open?id=1piDQpxDUlfwKraJP8R-IQ4T5L6GrtanM&usp=drive_copy,https://drive.google.com/open?id=1aKdPmys5sHT97Ba8-HwuqZO0sg32Os2Z&usp=drive_copy,https://drive.google.com/open?id=1x_zLOZsDTlxTLsI75KV5IpPVPvZjXBzP&usp=drive_copy,,,,,,,
154,101096_Black,1495,Elegant Black & Maroon Velvet Festive & Wedding Wear Semi-Stitched Taffeta Silk Lehenga Choli with Velvet Dupatta & Lace Border Work,Lehenga Choli,Free Size up to 42Inch,Taffeta Silk,Taffeta Silk,Velvet,Crepe,Black,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Regular Sleeve,Short sleeves,V-neck,Solid Design,Solid Design,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric: Banglory Silk || Choli Fabric: Banglory Silk || Dupatta Fabric: Velvet || Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches ||Lehegnga Work: Zari Work || Blouse Work - Zari Work|| Dupatta Work - Lace Work",62114290,https://drive.google.com/open?id=1v0p0mpLziVEDtJx134cZY5xrIWrwDD23&usp=drive_copy,https://drive.google.com/open?id=14HneY7kaiX2gnRbPHUJ5eeMqZ9fu3D3Y&usp=drive_copy,https://drive.google.com/open?id=1KNtw87LgCZ9wtKmDoA8EMRD7ZYU8L7vR&usp=drive_copy,https://drive.google.com/open?id=1bg8TrKcwICmsGdEOOjY5ubbyDIz_rARS&usp=drive_copy,https://drive.google.com/open?id=1RVoASI681cVuPAGrmvHQ36ag_RtWn4q2&usp=drive_copy,https://drive.google.com/open?id=1t-Lmeob_z0tCU-SeCAHgTwJXevnXbAQg&usp=drive_copy,https://drive.google.com/open?id=1M0y5NRzQCYGdaUoegEVC2DbV-FwOLemH&usp=drive_copy,https://drive.google.com/open?id=1TcRO5Gq6xyFXfHijYfNACfzfq7niwhkv&usp=drive_copy,https://drive.google.com/open?id=1GWnr90VA4yFPvzmqimD_uEQU7T97i93-&usp=drive_copy,https://drive.google.com/open?id=1CCx9H4kPr2Kvc196PxUUrP9r7Y3ZiSqr&usp=drive_copy,https://drive.google.com/open?id=1JZnKMsmXCBMNPHdvLwr9MRLRv13_3iXQ&usp=drive_copy,https://drive.google.com/open?id=1QfU3dK-EPr1R98VGPuAXvinJ01WZ6k99&usp=drive_copy,,,,,,,,
155,101091_Black Red,1795,Black & Red Festive & Wedding Wear Semi-Stitched Jecard Lehenga Choli with Polka Dot Motif Pattern and Foil Print Work,Lehenga Choli,Free Size up to 42Inch,Jacquard Silk,Jacquard Silk,Net,Crepe,Black,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Regular Sleeve,Three-Quarter Length,V-neck,"Pattu Lehenga, gold woven work",Gold woven work,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric: Jacquard || Inner Fabric: Crepe || Choli Fabric:Jacquard || Dupatta Fabric: Net ||Lehenga Inner Fabric: Santoon|| Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches || Lehenga Work: Gold Woven Work || Choli Work:Gold Woven Work || Dupatta Work: Lace Work",62114290,https://drive.google.com/open?id=1wMAnJu3Hvq1G38n6e3kD0uSP34EvwQ6y&usp=drive_copy,https://drive.google.com/open?id=1BmWKAi9bE4EAAbkdbObLCkiYuUoorDTt&usp=drive_copy,https://drive.google.com/open?id=1KzD0CRhoratpWX-jpSyXF4xQ9CkwDZLt&usp=drive_copy,https://drive.google.com/open?id=1kuzTzy5zuygqvInG4Omifs-c_rRLYSqZ&usp=drive_copy,https://drive.google.com/open?id=18NBfl3SO2kmXHlZAkyDgCaaQaseD56fc&usp=drive_copy,https://drive.google.com/open?id=1A-oVA46AqnZDt4-f6elv-IPb8SaWxwI1&usp=drive_copy,https://drive.google.com/open?id=1-f7_5Yy_0Cjlvdz2oW3b1ANJRncbnymu&usp=drive_copy,https://drive.google.com/open?id=1xIPG98O3GuOvDP718Q9i1M-ePV6GzMM1&usp=drive_copy,https://drive.google.com/open?id=1CEpBIYD6KbPjl4NiJscHT0EDG0b2-eyK&usp=drive_copy,https://drive.google.com/open?id=1Mv2DRZJ5hJGJQG9PFppbFUHeVrPw1JT6&usp=drive_copy,,,,,,,,,,
156,101087_Mahendi,1795,Elegant Bottle Green Wedding Wear Semi-Stitched Silk Lehenga Choli with Floral Brocade Pattern with Striped Border Work,Lehenga Choli,Free Size up to 42Inch,Taffeta Silk,Taffeta Silk,Net,Crepe,Mehendi,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Regular Sleeve,Three-Quarter Length,V-neck,Floral Printed pattern,Floral Print Pattern,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1",Lehenga Fabric: Taffeta Silk || Inner Fabric: Crepe || Choli Fabric:Banglory Sik || Dupatta Fabric: Net ||Lehenga Inner Fabric: Santoon|| Lehenga Length: 42 Inch || Choli Size: 0.80 Mtr || Dupatta Length: 2.20 mtr || Lehenga Work: Floral Print || Choli Work: Floral Print || Dupatta Work: Lace Work,62114290,https://drive.google.com/open?id=1_JcMwB3-jDXwYaBMnOox9uFkeMBPjmHd&usp=drive_copy,https://drive.google.com/open?id=1ymJUK5L_gfJcQVvWkDTur1hPka76I7y7&usp=drive_copy,https://drive.google.com/open?id=1opaDUz9jj4Y1-K4EisIiXMxw9CnLMZXy&usp=drive_copy,https://drive.google.com/open?id=1iZm_5zCg7Z6C84w3y7fz3kyJ-TpNhFWk&usp=drive_copy,https://drive.google.com/open?id=1VmIk6wsIeFLr0tP2055eFAj9G0pJKS9U&usp=drive_copy,https://drive.google.com/open?id=1sSItcr2cudQs1sT3JhJJvnqsEnmxmFkq&usp=drive_copy,https://drive.google.com/open?id=1-WcO_hgrBN1SQywZTuYDn0aO2v_JJGdA&usp=drive_copy,https://drive.google.com/open?id=1OdlS7GOVDPUC9D3pzCK5s8AtxaHxmodD&usp=drive_copy,https://drive.google.com/open?id=176gfOozxodUSsGEAaD_rsV6UjwderiaP&usp=drive_copy,https://drive.google.com/open?id=1iifJ4QSG6pTArd-4Xa18WP_Huwt-8ku8&usp=drive_copy,https://drive.google.com/open?id=1lLuLnZ42UztKpCH0BLjDByjhnthlZ29O&usp=drive_copy,https://drive.google.com/open?id=1_e4mTXlSKrIi8JXOl2Nt5pUcTZjCGGKn&usp=drive_copy,,,,,,,,
157,101086_Purple,1795,Elegant Wine Festive & Wedding Wear Semi-Stitched Silk Lehenga Choli with Pleated Pattern and Ruched Blouse,Lehenga Choli,Free Size up to 42Inch,Satin Silk,Satin Silk,Net,Crepe,Purple,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Sleeveless,No Sleeves,V-neck,Platted Pattern,Pleated Work,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1",Lehenga Fabric: Satin Silk || Inner Fabric: Crepe || Choli Fabric:Satin Sik || Dupatta Fabric: Net ||Lehenga Inner Fabric: Santoon|| Lehenga Length: 42 Inch || Choli Size: 0.80 Mtr || Dupatta Length: 2.20 mtr || Lehenga Work: Platted || Choli Work: Embroidery || Dupatta Work: Embroidery Lace Work,62114290,https://drive.google.com/open?id=18S5EW3SG5QJ00oVTS-gISfk3KVqdDIi6&usp=drive_copy,https://drive.google.com/open?id=1cXf-fOYxTpS93SNBO3i-Gs4abp1x-w7n&usp=drive_copy,https://drive.google.com/open?id=1Ry3-zPhRLuucQkolX4q68h2wkMCByU_D&usp=drive_copy,https://drive.google.com/open?id=1vahOO4xO0sVG5SASashxz12qT9SyMlD3&usp=drive_copy,https://drive.google.com/open?id=1xHZ0T3oFJR4KRlSMQU_krZ6rwswz-qin&usp=drive_copy,https://drive.google.com/open?id=1yHJTFRa7qsetCJNBf2F4erbEYYSsYoLR&usp=drive_copy,https://drive.google.com/open?id=1EYXTAByuJOSp9w5l8Rzu8O4TPr-Q_Vdc&usp=drive_copy,https://drive.google.com/open?id=1DLPzdEKOxVruVXG8ObiWY-tWGRRsgdZu&usp=drive_copy,https://drive.google.com/open?id=1q39NjFUrKJeuJ-QtqBT1fPKpJ1mn4vSf&usp=drive_copy,https://drive.google.com/open?id=1bL35SLBbF3srR99W4PdWR3M5pZP-MRCj&usp=drive_copy,https://drive.google.com/open?id=13kwwrBLBoDYSkdnWJmXVL4g8oBwlRFyJ&usp=drive_copy,https://drive.google.com/open?id=1mR3_YMy015-g1idDjJYV-q02PcZyGCH6&usp=drive_copy,https://drive.google.com/open?id=1fbfChjPWPQI0Frw6yG3zYJTC_qIth1Mr&usp=drive_copy,,,,,,,
158,101080_Pink,1250,Elegant Red & Gold Embroidered Festive & Wedding Wear Semi-Stitched Georgette Lehenga Choli with Sequin Work,Lehenga Choli,Free Size up to 42Inch,Georgette,Georgette,Georgette,Crepe,Pink,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Regular Sleeve,Three-Quarter Length,Round Neck,Embroidery with Sequin Work and Heavy Border Detailing,Embroidery with Sequin Work,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric: Geoegette || Choli Fabric: Georgette || Dupatta Fabric: Georgette || Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches ||Lehegnga Work: Gota Sequence Work || Blouse Work - Sequence Work l|| Dupatta Work - Lace Work",62114290,https://drive.google.com/open?id=193i5NzYCoiZbXGm5pYtcGqg1dYhEsDOY&usp=drive_copy,https://drive.google.com/open?id=1QjdhyQk1MvTakbW8zRqOJRmLpsMz6m2g&usp=drive_copy,https://drive.google.com/open?id=1v_sR7NOSG87mP8dU1rWSZ-5v-H7zd5EE&usp=drive_copy,https://drive.google.com/open?id=1VafQ-h_71STgyikxKQeMXzjWpzHuiFoc&usp=drive_copy,https://drive.google.com/open?id=1dyxkYP-n33MjP3BPjs9WqVrNNAbyHGNr&usp=drive_copy,https://drive.google.com/open?id=1IwgD_tWFE3jwWhLWkQEwOJYgLr4q2-x-&usp=drive_copy,,,,,,,,,,,,,,
159,101075_Green,1250,Elegant Bottle Green Sequin Embellished Festive & Wedding Wear Semi-Stitched Net Lehenga Choli with Thread Border Work,Lehenga Choli,Free Size up to 42Inch,Net,Net,Net,Ultra Satin,Green,42 inches '',' 3 Mtr '',Zip Closure,Stitched with Cancan Support & Full Inner,15 Inches '',1 Meters '',36–40 Inches '',2.20 Meters'',Sleeveless,No Sleeves,V-neck,Embellished Work,Embellished Work,up to 42,NA,Semi Stitched,"Lehenga :: 1,Choli :: 1,Dupatta ::1","Lehenga Fabric: Net || Choli Fabric: Jacquard Silk || Dupatta Fabric: Net || Lehenga Length: 42 Inch || Choli Size: 0.8 Mtr || Dupatta width: 38 inches/ 0.95 meter , dupatta length : 2.15 meter/ 84.64 inches ||Lehegnga Work: Embellished Work|| Blouse Work - Embellished Work l|| Dupatta Work - Embellished And Lace Work",62114290,https://drive.google.com/open?id=1lHdCsdmoaifVe1i5JmxOPvWgfzhNTlQT&usp=drive_copy,https://drive.google.com/open?id=1bg-WXHM-hlgoOIwLFHZQWXpRwERqC43F&usp=drive_copy,https://drive.google.com/open?id=1nAPt716sMCUO2EIm50R4WAbG8DF8YhqQ&usp=drive_copy,https://drive.google.com/open?id=1OBDgYdhFC3O1dhOUt7yN5QNLNxxlkB5d&usp=drive_copy,https://drive.google.com/open?id=1ubWZ30_gjYUt3LhIVeogwpgcaHASLVe5&usp=drive_copy,https://drive.google.com/open?id=150TSThdsLtBzgzfsfLt0pjhrHCmG2unU&usp=drive_copy,https://drive.google.com/open?id=1d9LL3sZ2UUdUtKkmvVG77_YuUgtwBsBB&usp=drive_copy,https://drive.google.com/open?id=1gBFmBOpYuGMY1Fiq1DxuYlkbM1s8qjH4&usp=drive_copy,https://drive.google.com/open?id=1YAqFWT4YSpQLah2xrS76fshP9ACzqlsr&usp=drive_copy,https://drive.google.com/open?id=1I7TLQp7eGDPng1jtxKybNNmM_iSmgvyp&usp=drive_copy,https://drive.google.com/open?id=1guSm9D259cSG9pJt9u1AUBXLoV01sKow&usp=drive_copy,,,,,,,,,
